id,Rows_Timeline Chart,Columns_Timeline Chart,Category,Date_Born,Full Name,Gender,Id,Is Recipient Active,Table Name_Award Only,Table Name_Birth Death,Born country,Date_Award,Date_Died,Date_Earliest,Date_End,First Name,Last Name,Motivation,Motivaton_Cleaned,Table Name,Age (Years) at Award,Decade_Born,Year,Born_Country_Latitude,Born_Country_Longitude,Born_Country_coordinates,continent
512,0,25511,Peace,Oct 1887,René Cassin,Male,526,Deceased,Start,Start,France,Dec 1968,Feb 1976,Nov 1817,Feb 1976,René,Cassin,"""for his struggle to ensure the rights of man as stipulated in the UN Declaration""",for his struggle to ensure the rights of man as stipulated in the UN Declaration,Start,81,1880,1968,46.227638,2.213749,"46.227638, 2.213749",Europe
513,0,35178,Peace,Mar 1914,Norman Borlaug,Male,528,Deceased,Start,Start,USA,Dec 1970,Sep 2009,Nov 1817,Sep 2009,Norman,Borlaug,"""for having given a well-founded hope - the green revolution""",for having given a well-founded hope - the green revolution,Start,56,1910,1970,37.09024,-95.712891,"37.09024, -95.712891",North America
514,0,35081,Peace,Dec 1913,Willy Brandt,Male,529,Deceased,Start,Start,Germany,Dec 1971,Oct 1992,Nov 1817,Oct 1992,Willy,Brandt,"""for paving the way for a meaningful dialogue between East and West""",for paving the way for a meaningful dialogue between East and West,Start,58,1910,1971,51.165691,10.451526,"51.165691, 10.451526",Europe
515,0,38528,Peace,May 1923,Henry Kissinger,Male,530,Alive,Start,Start,Germany,Dec 1973,,Nov 1817,Mar 2023,Henry,Kissinger,"""for jointly having negotiated a cease fire in Vietnam in 1973""",for jointly having negotiated a cease fire in Vietnam in 1973,Start,50,1920,1973,51.165691,10.451526,"51.165691, 10.451526",Europe
516,0,34285,Peace,Oct 1911,Le Duc Tho,Male,531,Deceased,Start,Start,Vietnam,Dec 1973,Oct 1990,Nov 1817,Oct 1990,Le Duc Tho,,"""for jointly having negotiated a cease fire in Vietnam in 1973""",for jointly having negotiated a cease fire in Vietnam in 1973,Start,62,1910,1973,14.058324,108.277199,"14.058324, 108.277199",Asia
517,0,31467,Peace,Jan 1904,Seán MacBride,Male,532,Deceased,Start,Start,France,Dec 1974,Jan 1988,Nov 1817,Jan 1988,Seán,MacBride,"""for his efforts to secure and develop human rights throughout the world""",for his efforts to secure and develop human rights throughout the world,Start,70,1900,1974,46.227638,2.213749,"46.227638, 2.213749",Europe
518,0,30432,Peace,Mar 1901,Eisaku Sato,Male,533,Deceased,Start,Start,Japan,Dec 1974,Jun 1975,Nov 1817,Jun 1975,Eisaku,Sato,"""for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty""",for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty,Start,73,1900,1974,36.204824,138.252924,"36.204824, 138.252924",Asia
519,0,37792,Peace,May 1921,Andrei Sakharov,Male,534,Deceased,Start,Start,Russia,Dec 1975,Dec 1989,Nov 1817,Dec 1989,Andrei,Sakharov,"""for his struggle for human rights in the Soviet Union for disarmament and cooperation between all nations""",for his struggle for human rights in the Soviet Union for disarmament and cooperation between all nations,Start,54,1920,1975,61.52401,105.318756,"61.52401, 105.318756",Asia
520,0,45828,Peace,May 1943,Betty Williams,Female,535,Deceased,Start,Start,Northern Ireland,Dec 1976,Mar 2020,Nov 1817,Mar 2020,Betty,Williams,"""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland""",for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,Start,33,1940,1976,54.7877149,-6.4923145,"54.7877149, -6.4923145",Europe
521,0,46078,Peace,Jan 1944,Mairead Corrigan,Female,536,Alive,Start,Start,Northern Ireland,Dec 1976,,Nov 1817,Mar 2023,Mairead,Corrigan,"""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland""",for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,Start,32,1940,1976,54.7877149,-6.4923145,"54.7877149, -6.4923145",Europe
522,0,36914,Peace,Dec 1918,Anwar al-Sadat,Male,538,Deceased,Start,Start,Egypt,Dec 1978,Oct 1981,Nov 1817,Oct 1981,Anwar,al-Sadat,"""for jointly having negotiated peace between Egypt and Israel in 1978""",for jointly having negotiated peace between Egypt and Israel in 1978,Start,60,1910,1978,26.820553,30.802498,"26.820553, 30.802498",Africa
523,0,34957,Peace,Aug 1913,Menachem Begin,Male,539,Deceased,Start,Start,Russian Empire (now Belarus),Dec 1978,Mar 1992,Nov 1817,Mar 1992,Menachem,Begin,"""for jointly having negotiated peace between Egypt and Israel in 1978""",for jointly having negotiated peace between Egypt and Israel in 1978,Start,65,1910,1978,53.709807,27.953389,"53.709807, 27.953389",Europe
524,0,33871,Peace,Aug 1910,Anjezë Gonxhe Bojaxhiu,Female,540,Deceased,Start,Start,Ottoman Empire (now North Macedonia),Dec 1979,Sep 1997,Nov 1817,Sep 1997,Anjezë Gonxhe,Bojaxhiu,"""for her work for bringing help to suffering humanity""",for her work for bringing help to suffering humanity,Start,69,1910,1979,41.608635,21.745275,"41.608635, 21.745275",Europe
525,0,41633,Peace,Nov 1931,Adolfo Pérez Esquivel,Male,541,Alive,Start,Start,Argentina,Dec 1980,,Nov 1817,Mar 2023,Adolfo,Pérez Esquivel,"""for being a source of inspiration to repressed people especially in Latin America""",for being a source of inspiration to repressed people especially in Latin America,Start,49,1930,1980,-38.416097,-63.61667199999999,"-38.416097, -63.61667199999999",South America
526,0,30742,Peace,Jan 1902,Alva Myrdal,Female,543,Deceased,Start,Start,Sweden,Dec 1982,Feb 1986,Nov 1817,Feb 1986,Alva,Myrdal,"""for their work for disarmament and nuclear and weapon-free zones""",for their work for disarmament and nuclear and weapon-free zones,Start,80,1900,1982,60.12816100000001,18.643501,"60.12816100000001, 18.643501",Europe
527,0,34077,Peace,Mar 1911,Alfonso García Robles,Male,544,Deceased,Start,Start,Mexico,Dec 1982,Sep 1991,Nov 1817,Sep 1991,Alfonso,García Robles,"""for their work for disarmament and nuclear and weapon-free zones""",for their work for disarmament and nuclear and weapon-free zones,Start,71,1910,1982,23.634501,-102.552784,"23.634501, -102.552784",North America
528,0,45958,Peace,Sep 1943,Lech Walesa,Male,545,Alive,Start,Start,Poland,Dec 1983,,Nov 1817,Mar 2023,Lech,Walesa,"""for non-violent struggle for free trade unions and human rights in Poland""",for non-violent struggle for free trade unions and human rights in Poland,Start,40,1940,1983,51.919438,19.145136,"51.919438, 19.145136",Europe
529,0,41583,Peace,Oct 1931,Desmond Tutu,Male,546,Deceased,Start,Start,South Africa,Dec 1984,Dec 2021,Nov 1817,Dec 2021,Desmond,Tutu,"""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa""",for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa,Start,53,1930,1984,-30.559482,22.937506,"-30.559482, 22.937506",Africa
530,0,40481,Peace,Sep 1928,Elie Wiesel,Male,548,Deceased,Start,Start,Romania,Dec 1986,Jul 2016,Nov 1817,Jul 2016,Elie,Wiesel,"""for being a messenger to mankind: his message is one of peace atonement and dignity""",for being a messenger to mankind: his message is one of peace atonement and dignity,Start,58,1920,1986,45.943161,24.96676,"45.943161, 24.96676",Europe
531,0,44847,Peace,Sep 1940,Oscar Arias Sánchez,Male,549,Alive,Start,Start,Costa Rica,Dec 1987,,Nov 1817,Mar 2023,Oscar,Arias Sánchez,"""for his work for lasting peace in Central America""",for his work for lasting peace in Central America,Start,47,1940,1987,9.748917,-83.753428,"9.748917, -83.753428",South America
532,0,42951,Peace,Jul 1935,Lhamo Thondup,Male,551,Alive,Start,Start,Tibet (now China),Dec 1989,,Nov 1817,Mar 2023,Lhamo,Thondup,"""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people""",for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,Start,54,1930,1989,35.86166,104.195397,"35.86166, 104.195397",Asia
533,0,41364,Peace,Mar 1931,Mikhail Gorbachev,Male,552,Deceased,Start,Start,USSR (now Russia),Dec 1990,Aug 2022,Nov 1817,Aug 2022,Mikhail,Gorbachev,"""for the leading role he played in the radical changes in East-West relations""",for the leading role he played in the radical changes in East-West relations,Start,59,1930,1990,61.52401,105.318756,"61.52401, 105.318756",Asia
534,0,46587,Peace,Jun 1945,Aung San Suu Kyi,Female,553,Alive,Start,Start,Burma (now Myanmar),Dec 1991,,Nov 1817,Mar 2023,Aung San Suu Kyi,,"""for her non-violent struggle for democracy and human rights""",for her non-violent struggle for democracy and human rights,Start,46,1940,1991,21.916221,95.955974,"21.916221, 95.955974",Asia
535,0,51539,Peace,Jan 1959,Rigoberta Menchú Tum,Female,554,Alive,Start,Start,Guatemala,Dec 1992,,Nov 1817,Mar 2023,Rigoberta,Menchú Tum,"""for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,Start,33,1950,1992,15.783471,-90.230759,"15.783471, -90.230759",North America
536,0,36754,Peace,Jul 1918,Nelson Mandela,Male,555,Deceased,Start,Start,South Africa,Dec 1993,Dec 2013,Nov 1817,Dec 2013,Nelson,Mandela,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa,Start,75,1910,1993,-30.559482,22.937506,"-30.559482, 22.937506",Africa
537,0,43207,Peace,Mar 1936,F.W. de Klerk,Male,556,Deceased,Start,Start,South Africa,Dec 1993,Nov 2021,Nov 1817,Nov 2021,F.W.,de Klerk,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa,Start,57,1930,1993,-30.559482,22.937506,"-30.559482, 22.937506",Africa
538,0,40809,Peace,Aug 1929,Yasser Arafat,Male,557,Deceased,Start,Start,Egypt,Dec 1994,Nov 2004,Nov 1817,Nov 2004,Yasser,Arafat,"""for their efforts to create peace in the Middle East""",for their efforts to create peace in the Middle East,Start,65,1920,1994,26.820553,30.802498,"26.820553, 30.802498",Africa
539,0,38609,Peace,Aug 1923,Shimon Peres,Male,558,Deceased,Start,Start,Poland (now Belarus),Dec 1994,Sep 2016,Nov 1817,Sep 2016,Shimon,Peres,"""for their efforts to create peace in the Middle East""",for their efforts to create peace in the Middle East,Start,71,1920,1994,53.709807,27.953389,"53.709807, 27.953389",Europe
540,0,38076,Peace,Mar 1922,Yitzhak Rabin,Male,559,Deceased,Start,Start,British Mandate of Palestine (now Israel),Dec 1994,Nov 1995,Nov 1817,Nov 1995,Yitzhak,Rabin,"""for their efforts to create peace in the Middle East""",for their efforts to create peace in the Middle East,Start,72,1920,1994,31.046051,34.851612,"31.046051, 34.851612",Africa
541,0,33211,Peace,Nov 1908,Joseph Rotblat,Male,560,Deceased,Start,Start,Russian Empire (now Poland),Dec 1995,Aug 2005,Nov 1817,Aug 2005,Joseph,Rotblat,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms,Start,87,1900,1995,51.919438,19.145136,"51.919438, 19.145136",Europe
542,0,47546,Peace,Feb 1948,Carlos Filipe Ximenes Belo,Male,562,Alive,Start,Start,East Timor,Dec 1996,,Nov 1817,Mar 2023,Carlos Filipe Ximenes,Belo,"""for their work towards a just and peaceful solution to the conflict in East Timor""",for their work towards a just and peaceful solution to the conflict in East Timor,Start,48,1940,1996,-8.874217,125.727539,"-8.874217, 125.727539",Asia
543,0,48238,Peace,Dec 1949,José Ramos-Horta,Male,563,Alive,Start,Start,East Timor,Dec 1996,,Nov 1817,Mar 2023,José,Ramos-Horta,"""for their work towards a just and peaceful solution to the conflict in East Timor""",for their work towards a just and peaceful solution to the conflict in East Timor,Start,47,1940,1996,-8.874217,125.727539,"-8.874217, 125.727539",Asia
544,0,48525,Peace,Oct 1950,Jody Williams,Female,565,Alive,Start,Start,USA,Dec 1997,,Nov 1817,Mar 2023,Jody,Williams,"""for their work for the banning and clearing of anti-personnel mines""",for their work for the banning and clearing of anti-personnel mines,Start,47,1950,1997,37.09024,-95.712891,"37.09024, -95.712891",North America
545,0,43513,Peace,Jan 1937,John Hume,Male,566,Deceased,Start,Start,Northern Ireland,Dec 1998,Aug 2020,Nov 1817,Aug 2020,John,Hume,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",for their efforts to find a peaceful solution to the conflict in Northern Ireland,Start,61,1930,1998,54.7877149,-6.4923145,"54.7877149, -6.4923145",Europe
546,0,46340,Peace,Oct 1944,David Trimble,Male,567,Deceased,Start,Start,Northern Ireland,Dec 1998,Jul 2022,Nov 1817,Jul 2022,David,Trimble,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",for their efforts to find a peaceful solution to the conflict in Northern Ireland,Start,54,1940,1998,54.7877149,-6.4923145,"54.7877149, -6.4923145",Europe
547,0,7776,Literature,Mar 1839,Sully Prudhomme,Male,569,Deceased,Start,Start,France,Dec 1901,Sep 1907,Nov 1817,Sep 1907,Sully,Prudhomme,"""in special recognition of his poetic composition which gives evidence of lofty idealism artistic perfection and a rare combination of the qualities of both heart and intellect""",in special recognition of his poetic composition which gives evidence of lofty idealism artistic perfection and a rare combination of the qualities of both heart and intellect,Start,62,1830,1901,46.227638,2.213749,"46.227638, 2.213749",Europe
548,0,0,Literature,Nov 1817,Theodor Mommsen,Male,571,Deceased,Start,Start,Schleswig (now Germany),Dec 1902,Nov 1903,Nov 1817,Nov 1903,Theodor,Mommsen,"""the greatest living master of the art of historical writing with special reference to his monumental work <I>A history of Rome</I>""",the greatest living master of the art of historical writing with special reference to his monumental work 'A history of Rome',Start,85,1810,1902,54.21936720000001,9.6961167,"54.21936720000001, 9.6961167",Europe
549,0,5487,Literature,Dec 1832,Bjørnstjerne Bjørnson,Male,572,Deceased,Start,Start,Norway,Dec 1903,Apr 1910,Nov 1817,Apr 1910,Bjørnstjerne,Bjørnson,"""as a tribute to his noble magnificent and versatile poetry which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""",as a tribute to his noble magnificent and versatile poetry which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit,Start,71,1830,1903,60.47202399999999,8.468945999999999,"60.47202399999999, 8.468945999999999",Europe
550,0,4665,Literature,Sep 1830,Frédéric Mistral,Male,573,Deceased,Start,Start,France,Dec 1904,Mar 1914,Nov 1817,Mar 1914,Frédéric,Mistral,"""in recognition of the fresh originality and true inspiration of his poetic production which faithfully reflects the natural scenery and native spirit of his people and in addition his significant work as a Proven&ccedil;al philologist""",in recognition of the fresh originality and true inspiration of his poetic production which faithfully reflects the natural scenery and native spirit of his people and in addition his significant work as a Proven&ccedil;al philologist,Start,74,1830,1904,46.227638,2.213749,"46.227638, 2.213749",Europe
551,0,5254,Literature,Apr 1832,José Echegaray,Male,574,Deceased,Start,Start,Spain,Dec 1904,Sep 1916,Nov 1817,Sep 1916,José,Echegaray,"""in recognition of the numerous and brilliant compositions which in an individual and original manner have revived the great traditions of the Spanish drama""",in recognition of the numerous and brilliant compositions which in an individual and original manner have revived the great traditions of the Spanish drama,Start,72,1830,1904,40.46366700000001,-3.74922,"40.46366700000001, -3.74922",Europe
552,0,10383,Literature,May 1846,Henryk Sienkiewicz,Male,575,Deceased,Start,Start,Poland,Dec 1905,Nov 1916,Nov 1817,Nov 1916,Henryk,Sienkiewicz,"""because of his outstanding merits as an epic writer""",because of his outstanding merits as an epic writer,Start,59,1840,1905,51.919438,19.145136,"51.919438, 19.145136",Europe
553,0,6448,Literature,Jul 1835,Giosuè Carducci,Male,576,Deceased,Start,Start,Tuscany (now Italy),Dec 1906,Feb 1907,Nov 1817,Feb 1907,Giosuè,Carducci,"""not only in consideration of his deep learning and critical research but above all as a tribute to the creative energy freshness of style and lyrical force which characterize his poetic masterpieces""",not only in consideration of his deep learning and critical research but above all as a tribute to the creative energy freshness of style and lyrical force which characterize his poetic masterpieces,Start,71,1830,1906,43.7710513,11.2486208,"43.7710513, 11.2486208",Europe
554,0,17562,Literature,Dec 1865,Rudyard Kipling,Male,577,Deceased,Start,Start,British India (now India),Dec 1907,Jan 1936,Nov 1817,Jan 1936,Rudyard,Kipling,"""in consideration of the power of observation originality of imagination virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author""",in consideration of the power of observation originality of imagination virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author,Start,42,1860,1907,20.593684,78.96288,"20.593684, 78.96288",Asia
555,0,10263,Literature,Jan 1846,Rudolf Eucken,Male,578,Deceased,Start,Start,East Friesland (now Germany),Dec 1908,Sep 1926,Nov 1817,Sep 1926,Rudolf,Eucken,"""in recognition of his earnest search for truth his penetrating power of thought his wide range of vision and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""",in recognition of his earnest search for truth his penetrating power of thought his wide range of vision and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life,Start,62,1840,1908,53.4708276,7.4851278,"53.4708276, 7.4851278",Europe
556,0,14965,Literature,Nov 1858,Selma Lagerlöf,Female,579,Deceased,Start,Start,Sweden,Dec 1909,Mar 1940,Nov 1817,Mar 1940,Selma,Lagerlöf,"""in appreciation of the lofty idealism vivid imagination and spiritual perception that characterize her writings""",in appreciation of the lofty idealism vivid imagination and spiritual perception that characterize her writings,Start,51,1850,1909,60.12816100000001,18.643501,"60.12816100000001, 18.643501",Europe
557,0,4488,Literature,Mar 1830,Paul Heyse,Male,580,Deceased,Start,Start,Prussia (now Germany),Dec 1910,Apr 1914,Nov 1817,Apr 1914,Paul,Heyse,"""as a tribute to the consummate artistry permeated with idealism which he has demonstrated during his long productive career as a lyric poet dramatist novelist and writer of world-renowned short stories""",as a tribute to the consummate artistry permeated with idealism which he has demonstrated during his long productive career as a lyric poet dramatist novelist and writer of world-renowned short stories,Start,80,1830,1910,51.165691,10.451526,"51.165691, 10.451526",Europe
558,0,16343,Literature,Aug 1862,Maurice Maeterlinck,Male,581,Deceased,Start,Start,Belgium,Dec 1911,May 1949,Nov 1817,May 1949,Maurice,Maeterlinck,"""in appreciation of his many-sided literary activities and especially of his dramatic works which are distinguished by a wealth of imagination and by a poetic fancy which reveals sometimes in the guise of a fairy tale a deep inspiration while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations""",in appreciation of his many-sided literary activities and especially of his dramatic works which are distinguished by a wealth of imagination and by a poetic fancy which reveals sometimes in the guise of a fairy tale a deep inspiration while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations,Start,49,1860,1911,50.503887,4.469936,"50.503887, 4.469936",Europe
559,0,16421,Literature,Nov 1862,Gerhart Hauptmann,Male,582,Deceased,Start,Start,Prussia (now Poland),Dec 1912,Jun 1946,Nov 1817,Jun 1946,Gerhart,Hauptmann,"""primarily in recognition of his fruitful varied and outstanding production in the realm of dramatic art""",primarily in recognition of his fruitful varied and outstanding production in the realm of dramatic art,Start,50,1860,1912,51.919438,19.145136,"51.919438, 19.145136",Europe
560,0,15864,Literature,May 1861,Rabindranath Tagore,Male,583,Deceased,Start,Start,India,Dec 1913,Aug 1941,Nov 1817,Aug 1941,Rabindranath,Tagore,"""because of his profoundly sensitive fresh and beautiful verse by which with consummate skill he has made his poetic thought expressed in his own English words a part of the literature of the West""",because of his profoundly sensitive fresh and beautiful verse by which with consummate skill he has made his poetic thought expressed in his own English words a part of the literature of the West,Start,52,1860,1913,20.593684,78.96288,"20.593684, 78.96288",Asia
561,0,17592,Literature,Jan 1866,Romain Rolland,Male,584,Deceased,Start,Start,France,Dec 1915,Dec 1944,Nov 1817,Dec 1944,Romain,Rolland,"""as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings""",as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,Start,49,1860,1915,46.227638,2.213749,"46.227638, 2.213749",Europe
562,0,15193,Literature,Jul 1859,Verner von Heidenstam,Male,585,Deceased,Start,Start,Sweden,Dec 1916,May 1940,Nov 1817,May 1940,Verner,von Heidenstam,"""in recognition of his significance as the leading representative of a new era in our literature""",in recognition of his significance as the leading representative of a new era in our literature,Start,57,1850,1916,60.12816100000001,18.643501,"60.12816100000001, 18.643501",Europe
563,0,14429,Literature,Jun 1857,Karl Gjellerup,Male,586,Deceased,Start,Start,Denmark,Dec 1917,Oct 1919,Nov 1817,Oct 1919,Karl,Gjellerup,"""for his varied and rich poetry which is inspired by lofty ideals""",for his varied and rich poetry which is inspired by lofty ideals,Start,60,1850,1917,56.26392,9.501785,"56.26392, 9.501785",Europe
564,0,14481,Literature,Jul 1857,Henrik Pontoppidan,Male,587,Deceased,Start,Start,Denmark,Dec 1917,Aug 1943,Nov 1817,Aug 1943,Henrik,Pontoppidan,"""for his authentic descriptions of present-day life in Denmark""",for his authentic descriptions of present-day life in Denmark,Start,60,1850,1917,56.26392,9.501785,"56.26392, 9.501785",Europe
565,0,10007,Literature,Apr 1845,Carl Spitteler,Male,588,Deceased,Start,Start,Switzerland,Dec 1919,Dec 1924,Nov 1817,Dec 1924,Carl,Spitteler,"""in special appreciation of his epic <I>Olympian Spring</I>""",in special appreciation of his epic 'Olympian Spring',Start,74,1840,1919,46.818188,8.227511999999999,"46.818188, 8.227511999999999",Europe
566,0,15222,Literature,Aug 1859,Knut Hamsun,Male,589,Deceased,Start,Start,Norway,Dec 1920,Feb 1952,Nov 1817,Feb 1952,Knut,Hamsun,"""for his monumental work <I>Growth of the Soil</I>""",for his monumental work 'Growth of the Soil',Start,61,1850,1920,60.47202399999999,8.468945999999999,"60.47202399999999, 8.468945999999999",Europe
567,0,9634,Literature,Apr 1844,Anatole France,Male,590,Deceased,Start,Start,France,Dec 1921,Oct 1924,Nov 1817,Oct 1924,Anatole,France,"""in recognition of his brilliant literary achievements characterized as they are by a nobility of style a profound human sympathy grace and a true Gallic temperament""",in recognition of his brilliant literary achievements characterized as they are by a nobility of style a profound human sympathy grace and a true Gallic temperament,Start,77,1840,1921,46.227638,2.213749,"46.227638, 2.213749",Europe
568,0,17787,Literature,Aug 1866,Jacinto Benavente,Male,592,Deceased,Start,Start,Spain,Dec 1922,Jul 1954,Nov 1817,Jul 1954,Jacinto,Benavente,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",for the happy manner in which he has continued the illustrious traditions of the Spanish drama,Start,56,1860,1922,40.46366700000001,-3.74922,"40.46366700000001, -3.74922",Europe
569,0,17362,Literature,Jun 1865,William Butler Yeats,Male,593,Deceased,Start,Start,Ireland,Dec 1923,Jan 1939,Nov 1817,Jan 1939,William Butler,Yeats,"""for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation""",for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation,Start,58,1860,1923,53.77975540000001,-7.3055309,"53.77975540000001, -7.3055309",Europe
570,0,18055,Literature,May 1867,Wladyslaw Reymont,Male,594,Deceased,Start,Start,Russian Empire (now Poland),Dec 1924,Dec 1925,Nov 1817,Dec 1925,Wladyslaw,Reymont,"""for his great national epic <I>The Peasants</I>""",for his great national epic 'The Peasants',Start,57,1860,1924,51.919438,19.145136,"51.919438, 19.145136",Europe
571,0,14118,Literature,Jul 1856,George Bernard Shaw,Male,596,Deceased,Start,Start,Ireland,Dec 1925,Nov 1950,Nov 1817,Nov 1950,George Bernard,Shaw,"""for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty""",for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty,Start,69,1850,1925,53.77975540000001,-7.3055309,"53.77975540000001, -7.3055309",Europe
572,0,19659,Literature,Sep 1871,Grazia Deledda,Female,597,Deceased,Start,Start,Italy,Dec 1926,Aug 1936,Nov 1817,Aug 1936,Grazia,Deledda,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,Start,55,1870,1926,41.87194,12.56738,"41.87194, 12.56738",Europe
573,0,15297,Literature,Oct 1859,Henri Bergson,Male,600,Deceased,Start,Start,France,Dec 1927,Jan 1941,Nov 1817,Jan 1941,Henri,Bergson,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,Start,68,1850,1927,46.227638,2.213749,"46.227638, 2.213749",Europe
574,0,23547,Literature,May 1882,Sigrid Undset,Female,601,Deceased,Start,Start,Denmark,Dec 1928,Jun 1949,Nov 1817,Jun 1949,Sigrid,Undset,"""principally for her powerful descriptions of Northern life during the Middle Ages""",principally for her powerful descriptions of Northern life during the Middle Ages,Start,46,1880,1928,56.26392,9.501785,"56.26392, 9.501785",Europe
575,0,21007,Literature,Jun 1875,Thomas Mann,Male,602,Deceased,Start,Start,Germany,Dec 1929,Aug 1955,Nov 1817,Aug 1955,Thomas,Mann,"""principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature""",principally for his great novel 'Buddenbrooks' which has won steadily increased recognition as one of the classic works of contemporary literature,Start,54,1870,1929,51.165691,10.451526,"51.165691, 10.451526",Europe
576,0,24541,Literature,Feb 1885,Sinclair Lewis,Male,603,Deceased,Start,Start,USA,Dec 1930,Jan 1951,Nov 1817,Jan 1951,Sinclair,Lewis,"""for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters""",for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters,Start,45,1880,1930,37.09024,-95.712891,"37.09024, -95.712891",North America
577,0,17034,Literature,Jul 1864,Erik Axel Karlfeldt,Male,604,Deceased,Start,Start,Sweden,Dec 1931,Apr 1931,Nov 1817,Apr 1931,Erik Axel,Karlfeldt,"""The poetry of Erik Axel Karlfeldt""",The poetry of Erik Axel Karlfeldt,Start,67,1860,1931,60.12816100000001,18.643501,"60.12816100000001, 18.643501",Europe
578,0,18154,Literature,Aug 1867,John Galsworthy,Male,605,Deceased,Start,Start,United Kingdom,Dec 1932,Jan 1933,Nov 1817,Jan 1933,John,Galsworthy,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",for his distinguished art of narration which takes its highest form in 'The Forsyte Saga',Start,65,1860,1932,55.378051,-3.435973,"55.378051, -3.435973",Europe
579,0,19319,Literature,Oct 1870,Ivan Bunin,Male,606,Deceased,Start,Start,Russia,Dec 1933,Nov 1953,Nov 1817,Nov 1953,Ivan,Bunin,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",for the strict artistry with which he has carried on the classical Russian traditions in prose writing,Start,63,1870,1933,61.52401,105.318756,"61.52401, 105.318756",Asia
580,0,18107,Literature,Jun 1867,Luigi Pirandello,Male,607,Deceased,Start,Start,Italy,Dec 1934,Dec 1936,Nov 1817,Dec 1936,Luigi,Pirandello,"""for his bold and ingenious revival of dramatic and scenic art""",for his bold and ingenious revival of dramatic and scenic art,Start,67,1860,1934,41.87194,12.56738,"41.87194, 12.56738",Europe
581,0,25888,Literature,Oct 1888,Eugene O'Neill,Male,608,Deceased,Start,Start,USA,Dec 1936,Nov 1953,Nov 1817,Nov 1953,Eugene,O'Neill,"""for the power honesty and deep-felt emotions of his dramatic works which embody an original concept of tragedy""",for the power honesty and deep-felt emotions of his dramatic works which embody an original concept of tragedy,Start,48,1880,1936,37.09024,-95.712891,"37.09024, -95.712891",North America
